circRNA,disease
hsa_circ_0018168,Acne
hsa_circ_0002362,Pulmonary tuberculosis
hsa_circ_0092256,Proliferative vitreoretinopathy
hsa_circ_0033988,Laryngeal cancer
circRNA_10271,Gastric cancer
hsa_circ_0020792,Keloid
hsa_circ_2149,Nervous inflammatory diseases or immune disorders
circ-PVT1,Gastric cancer
hsa_circ_0092125,Oral squamous cell carcinoma
hsa_circ_0048301,Colon cancer
hsa_circ_0000993,Gastric cancer
hsa_circ_0084663,Hepatocellular carcinoma
hsa_circ_0006404,Bladder cancer
circ_0008305,Non-small cell lung cancer
has_circ_0000034 ,Retinoblastoma
hsa_circ_0111277,Preeclampsia
circZFR,Non-small cell lung cancer
hsa_circ_0100338,Ischemia reperfusion injury
hsa_circ_0000284/circHIPK3,Spinal cord injury
hsa_circ_0043497,Tuberculosis
hsa_circ_001959,Gastric cancer
hsa_circ_0001204/hsa_circ_001409,Postmenopausal osteoporosis
hsa_circ_100192 ,diabetic retinopathy
hsa_circ_0084859,Uterine leiomyoma
hsa_circ_0001568,Pancreatic ductal adenocarcinoma
hsa_circ_0000629,Bladder cancer
hsa_circ_0078738,Papillary thyroid carcinoma
circ-SLC7A6,Non-small cell lung cancer
hsa_circ_405498,Papillary thyroid carcinoma
hsa_circ_0003893,Gastric cancer
hsa_circ_0084720,gastric cancer
hsa_circ_0008717,Osteosarcoma
hsa_circ_0081342,Gastric cancer
circ_0071589,Colorectal cancer
hsa_circ_0000567,Non-small cell lung cancer
circVAPA,Retinoblastoma
hsa_circ_0000284,Non-small cell lung cancer
hsa_circ_0017311,Osteosarcoma
hsa_circ_0004594,Gastric cancer
hsa_circ_0043548,Glioblastoma
hsa_circ_0004417,Lung cancer
circ-0001785,Osteosarcoma
hsa_circ_0005795,Breast cancer
hsa_circ_0119873,Uveal melanoma
hsa_circRNA_101303,T-cell lymphoblastic lymphoma
hsa_circRNA_100192,Diabetic retinopathy
hsa_circ_0006847,Glioblastoma
hsa_circ_0067512,Lung cancer
hsa_circ_0001410,Major depressive disorder
hsa_circ_0068888,Acute kidney injury
hsa_circ_0016788,Hepatocellular carcinoma
hsa_circ_0000677/hsa_circ_001569/circABCC,Breast cancer
hsa_circ_102470,Leukoaraiosis
hsa_circ_0017639,Gastric cancer
hsa_circ_015115,depression
Circ_HIPK3,Spinal cord injury
circ-KIAA0907,Oral squamous cell carcinoma
hsa_circ_0000467,Gastric cancer
hsa_circ_0057553,Prostate cancer
hsa_circ_0001946,Pancreatic cancer
hsa_circ_0039388,Essential hypertension
hsa_circ_0001204/hsa_circ_001409,Tuberculosis
hsa_circ_0004520,Acute myeloid leukemia
hsa_circ_0002060,Osteoporosis
hsa_circ_12884,Polycystic ovary syndrome
hsa_circ_0056686,Uterine leiomyoma
hsa_circ_0000144,Bladder cancer
circFBXW7,Lung adenocarcinoma
hsa_circ_0000977,Lung cancer
hsa_circ_0074027,Glioma
hsa_circ_0072758,Laryngeal squamous cell carcinoma
circ_ARHGAP5,Epithelial ovarian cancer
hsa_circ_0002019,Esophageal cancer
hsa_circ_002059,Multiple myeloma
hsa_circ_0000234,Gastric cancer
hsa_circ_0020123,Non-small cell lung cancer
hsa_circ_000595,Apoptosis of aortic smooth muscle cells
TET1-has_circ_0093996,Retinoblastoma
hsa_circ_0051239,Infantile hemangioma
hsa_circ_0009547,Melanoma
hsa_circ_0006990,Gastric cancer
hsa_circRNA_09993,Pulmonary tuberculosis
hsa_circ_102533,Leukoaraiosis
hsa_circ_0000038,Chronic hepatitis B
hsa_circ_0075699,Systemic lupus erythematosus
circAmotl1/hsa_circ_0004214,Cervical cancer
hsa_circ_0001649,Cholangiocarcinoma
hsa_circ_0031979,gastric cancer
hsa_circ_008068,Prostate cancer
ciRS-7,Non-small cell lung cancer
hsa_circ_0000069,Pancreatic cancer
hsa_circ_000792,Gastric cancer
circITCH,Multiple myeloma
hsa_circ_0071410,Radiation-induced liver fibrosis
CircSAMD4A,Osteosarcoma
circ_0004507,Laryngeal cancer
hsa_circ_0057576,Coronary artery disease
hsa_circ_0000936,Gastric cancer
hsa_circ_0086720,Non-small cell lung cancer
hsa_circ_32883,Colorectal cancer
circPDE5A,Neuroblastoma
hsa_circRNA_405571,Papillary thyroid microcarcinoma
hsa_circ_0029696,Heart failure
hsa_circRPPH1_015,Breast cancer
circDOCK1,Oral squamous cell carcinoma
hsa_circ_002178,Lung cancer
hsa_circ_0025033,Papillary thyroid carcinoma
hsa_circ_0007158,Bladder cancer
hsa_circRNA_066556,Thyroid cancer
hsa_circ_0015115,T2DM with depression
CircPSMC3,Gastric cancer
hsa_circ_0018508,type 2 diabetes mellitus
circGFRA1,Hepatocellular carcinoma
hsa_circ_0027821,Age-related cataract
hsa_circ_0079586,Glioblastoma
hsa_circ_0064557,Papillary thyroid carcinoma
circCCDC66,Gastric cancer
hsa_circ_0045881,Acute kidney injury
hsa_circ_0035431,Gastric cancer
circ_ITCH,Doxorubicin-Induced cardiotoxicity
hsa_circ_0015962,Dengue fever
hsa_circ_0005100,Prostate cancer
hsa_circ_0054633,Type2 diabetes mellitus
hsa_circ_0025367,Intervertebral disc degeneration
circRNASKIL,PDLSC osteogenis
circDNAJ6C,cardiovascular disease
hsa_circ_0000284,Glioma
chr9:74522734-74523039,Bladder cancer
hsa_circRNA_102049,Osteosarcoma
hsa_circ_0032131,Osteoarthritis
hsa_circ_0001946,Osteosarcoma
hsa_circ_101408,Papillary thyroid carcinoma
circTRIM24,bladder carcinoma
hsa_circ_0001492,Lung cancer
circ_24831,Osteosarcoma
hsa_circ_0000520/hsa_circ_001846,Multiple sclerosis
circ_0084927,Small cell lung cancer
circRNA_000839,Hepatocellular carcinoma
hsa_circ_0001681,Renal cell carcinoma
circTCF25,bladder carcinoma
hsa_circ_0001346,Lung cancer
hsa_circ_0062019,Prostate cancer
hsa_circ_0060060,Papillary thyroid carcinoma
hsa_circ_0025202,Breast cancer
hsa_circ_000598,osteoarthritis
hsa_circ_0021254,Cervical cancer
hsa_circ_0002113,Breast cancer
hsa_circ_0005692,Osteoporosis
hsa_circ_0006470,Gastric cancer
hsa_circ_0005785,Hepatocellular carcinoma
circRAPGEF5,Papillary thyroid carcinoma
circ_0000003,Tongue squamous cell carcinoma
circSIPA1L1,Osteogenesis
hsa_circ_0007556,Alzheimer's disease
hsa_circ_0063561,gastric cancer
hsa_circ_0137287,Papillary thyroid carcinoma
hsa_circ_0003949,Glioma
circ_0084927,Acne
hsa_circ_000013,Ovarian cancer
hsa_circ_0079593,Glioma
hsa_circ_0002945,Alzheimer's disease
circITCH,Prostate cancer
CircASPH,Polycystic ovary syndrome
hsa_circ_102878,Lung squamous cell carcinoma
hsa_circRNA_404686,Papillary thyroid microcarcinoma
hsa_circ_0017068,Preeclampsia
hsa_circ_0016070,Pulmonary arterial hypertension
hsa_circ_0074930,Colorectal cancer
circMAN1A2,Ovarian cancer
circ_0032462,Osteosarcoma
hsa_circ_0134501,Non-small cell lung cancer
hsa_circ_0062270,Glioblastoma
hsa_circ_0008717,Clear cell renal cell carcinoma
hsa_circ_0085289,Periodontitis
hsa_circ_0006950,Prostate cancer
hsa_circ_0000596,Oral mucosal melanoma
hsa_circRNA_103102,Schizophrenia
hsa_circ_0008016,Ovarian endometriosis
hsa_circRNA_555,Breast cancer
hsa_circ_0025039,Hepatocellular carcinoma
circDNMT3B,Diabetic retinopathy
hsa_circRNA_000905,Thyroid cancer
circ_AFF2,Hematopoiesis
hsa_circ_0067127,Primary hepatic carcinoma
circPVT1,Non-small cell lung cancer
hsa_circ_0054660,Uterine leiomyoma
cDENND4C,breast cancer
hsa_circ_0001724,Non-small cell lung cancer
hsa_circ_0055538,Oral squamous cell carcinoma
circRNA_101237,Non-small cell lung cancer
hsa_circ_006740,Oral squamous cell carcinoma
hsa_circ_0020394,Bladder carcinoma
circRNA_081881,Myocardial infarction
circMYO10,Osteosarcoma
hsa_circ_0072309,Renal cell carcinoma
circPSMC3,Esophageal squamous cell carcinoma
hsa_circ_00026,Breast cancer
hsa_circ_0000284/circHIPK3,Cervical cancer
hsa-circRNA5974-1,Gastric cancer
hsa_circ_0013958,lung adenocarcinoma
hsa_circ_0021086,Aortic valve calcification
circ_0002770,Melanoma
circ_ARL15,Intervertebral disc degeneration
hsa_circ_031752,Papillary thyroid carcinoma
hsa_circ_0011785,Inflammatory response
circ_0017247,Melanoma
hsa_circ_100438,Breast cancer
hsa_circ_0008717,Epithelial ovarian cancer
hsa_circRNA_101965,Ventricular septal defect
hsa_circ_0000681/hsa_circ_001387,Pulmonary tuberculosis
hsa_circ_0091382,Hypopharyngeal carcinoma
has_circ_0010283,Atherosclerosis
hsa_circ_0002130,Pancreatic cancer
hsa_circ_0003204,Cervical cancer
circCD276,Prostate cancer
circABCC4,Lung adenocarcinoma
Titin_circRNAs/cTtns/RBM20-dependent_TTN_circRNAs,Dilated cardiomyopathy
hsa_circRNA_100918,Depression
circRAD23B,Colorectal cancer
hsa_circ_0096157,Lung cancer
hsa_circ_0001772,Gastric cancer
hsa_circ_0002161,Essential hypertension
hsa_circ_0132876,Diabetic cataract
hsa_circ_0001971,Oral squamous cell carcinoma
hsa_circ_0008394,Gastric cancer
hsa_circ_0007534,Cervical cancer
circHIPK3,Glioblastoma
hsa_circ_0001417,Glioblastoma
circANKIB1,Osteosarcoma
hsa_circ_002178,Breast cancer
hsa_circ_0000408,Lung squamous cell carcinoma
chr8:79343654-79372364,Intestinal injury and repair
circRASGRF2,Hepatocellular carcinoma
hsa_circ_0075001/circNPM1,Acute myeloid leukemia
hsa_circ_0007611,Preeclampsia
SPECC1a,Epithelial ovarian cancer
CDR1as/ciRS-7/hsa_circ_0001946,Celebral development
hsa_circ_101996,Prostate cancer
hsa_circ_0071127,Breast cancer
hsa_circ_0001445,Prostate cancer
Circ_0093887,Atherosclerosis
hsa_circ_0082824,Coronary artery disease
hsa_circ_0031288,Cervical cancer
ciRS-7,Triple negative breast cancer
hsa_circ_0000284/circHIPK3,Acute pancreatitis
circEYA1,Cervical adenocarcinoma
hsa_circ_0001380,Bladder cancer
hsa_circ_0061259,Prostate cancer
hsa_circ_0003258,Papillary thyroid microcarcinoma
hsa_circ_0000231,Colorectal cancer
hsa_circ_0006404,Osteosarcoma
circ-TTBK2,Glioma
hsa_circ_0000181,gastric cancer
hsa_circ_001569,Breast cancer
hsa_circ_0008717,Rectal cancer
hsa_circ_0001649/circSHPRH/hsa_circ_001599,Glioblastoma
circ_0014130,Non-small cell lung cancer
CircPAN3,Acute myeloid leukemia
hsa_circ_0007362,Nonfunctioning pituitary adenomas
hsa_circ_101238,Keloid
hsa_circ_0008039,Breast cancer
CircASH2L,Ovarian cancer
hsa_circ_0061825,Breast cancer
hsa_circ_104423,stage III gastric cancer
hsa_circRNA_100918,T2DM with depression
hsa_circ_0000911,breast cancer
hsa_circ_0001944,Bladder cancer
hsa_circ_0058514,Cervical cancer
hsa_circ_0035483,Clear cell renal cell carcinoma
hsa_circ_0081963,Bladder cancer
hsa_circ_0041150,Pancreatic cancer
hsa-circRNA11806-28,Coronary artery disease
circCLK3,Cervical cancer
hsa_circ_0020397,colorectal cancer
hsa_circ_104871,Rheumatoid arthritis
circ-ABCB10,Epithelial ovarian cancer
hsa_circ_001569,colorectal cancer
hsa_circ_0067582,Gastric cancer
ciRS-7,Alzheimer's disease
circ_0057558,Prostate cancer
hsa_circ_0002768,Bladder cancer
hsa_circ_0006215,Pancreatic cancer
hsa_circ_0005218,Preeclampsia
hsa_circ_0067934,Non-small cell lung cancer
hsa_circ_0001250,Pancreatic cancer
hsa_circ_0113656,Human aortic smooth muscle cell
hsa_circ_0032704,Hepatocellular carcinoma
circRNA3703,Esophageal cancer
hsa_circ_0082352,Demyelinating disease
hsa_circ_0004674,Osteosarcoma
hsa_circ_0059961,Hepatocellular carcinoma
hsa_circ_0039161,Lung cancer
circHIAT1,clear cell renal cell carcinoma
hsa_circ_0047905,gastric cancer
Circ-ZNF652,Hepatocellular carcinoma
hsa_circ_0047814,Diabetic retinopathy
circFOXM1,Hepatocellular carcinoma
circ_0000467,Colorectal cancer
circHIPK3,Renal cell carcinoma
hsa_circ_029965,Tuberculosis
hsa_circ_0000147,Prostate cancer
hsa_circ_0001819,Lupus nephritis
cTTN2,Heart failure
CircRIMS,Gastric cancer
hsa_circ_0001095,Ovarian cancer
hsa_circ_0003586,Glioblastoma
ciRS-7,Esophageal squamous cell carcinoma
hsa_circ_0097435,Heart failure
hsa_circ_0003344,Steroid-induced osteonecrosis of the femoral head
CDR1as/ciRS-7/hsa_circ_0001946,Heart failure
hsa_circ_0005273,Multiple myeloma
circHIPK3,Hyperglycemia
hsa_circ_0000615,Myocardial infarction
hsa_circ_104075,hepatocellular carcinoma
circGLIS3,Bladder cancer
circRNA378,Esophageal cancer
circRNA.37134,Gestational diabetes mellitus
hsa_circ_0001461,Colon cancer
Circ-FOXM1,Non-small cell lung cancer
hsa_circ_0008667,Osteoarthritis
CDKN2B-AS1,Ulcerative colitis
hsa_circ_100219,breast cancer
hsa_circ_0082081,coronary artery disease
hsa_circ_0056288,Osteosarcoma
circMTO1,Rectal cancer
hsa_circ_0047688,Glioma
hsa_circ_0030045,Tuberculosis
hsa_circ_0002801,Chronic hepatitis B
circRNA-104718,Hepatocellular carcinoma
hsa_circ_0002260,Hypopharyngeal squamous cell carcinoma
hsa_circ_0062321,Oral mucosal melanoma
hsa_circ_0001666/hsa_circ_000742,Pancreatic cancer
hsa_circRNA_100812,Non-obstructive azoospermia
hsa_circ_12253,Glioblastoma
hsa_circ_0122319,Colon cancer
hsa_circ_0017250,Glioblastoma
hsa_circ_0007059,Oral squamous cell carcinoma
hsa_circ_0001283,breast cancer
hsa_circ_001197,Breast cancer
circ-USP36,Atherosclerosis
circFAM73A,Gastric cancer
hsa_circ_0000615,Non-small cell lung cancer
circRNA-chr19,Ebola virus disease
hsa_circ_0007456,Hepatocellular carcinoma
CDR1as,Nasopharyngeal carcinoma
hsa_circ_0004872,Glioblastoma
F-circSR,Non-small cell lung cancer
hsa_circ_0001846,Cervical cancer
hsa_circRNA_103809,Hepatocellular carcinoma
hsa_circ_0008583,Hepatocellular carcinoma
FECR1,Breast cancer
circ_0008450,Nasopharyngeal carcinoma
circAFF2,Gastric cancer
hsa_circ_0001421,Non-small cell lung cancer
hsa_circ_104268,Hepatocellular carcinoma
hsa_circ_0049220,Systemic lupus erythematosus
hsa_circ_0015703,Breast cancer
hsa_circ_0023642,Gastric cancer
cir-ITCH,Lung cancer
hsa_circ_0001445,Osteoporosis
circRNA_0000140,Oral squamous cell carcinoma
hsa_circ_0072668,Facet joint osteoarthritis
hsa_circ_0088364,Hepatocellular carcinoma
circ_STK17A,Temporal Lobe Epilepsy
circ_UNC79,Glioblastoma
hsa_circ_0000936,Bladder cancer
hsa_circ_0001535,Ovarian cancer
circ_ITCH,Hepatocellular carcinoma
Circ-HIPK3,Oral squamous cell carcinoma
hsa_circ_0004277,Acute myeloid leukemia
circRNA2918,Esophageal cancer
circ-001971,Colorectal cancer
hsa_circ_103801,Osteosarcoma
hsa_circ_0015278,Ovarian cancer
hsa_circ_0005046,Breast cancer
hsa_circ_0087784,Breast cancer
hsa_circ_0054633,Gestational diabetes mellitus
cir-GLI2,osteosarcoma
hsa_circ_0000690,Lung cancer
hsa_circ_0078297,Pancreatic cancer
hsa_circ_0021001,Intracranial aneurysms
hsa_circRNA_100269,Gastric cancer
hsa_circ_0000328,Renal cell carcinoma
has_circ-0072309,Renal carcinoma
hsa_circ_0091742,gastric cancer
hsa_circ_10072088,Bladder cancer
hsa_circ_0009172,Gastric cancer
circHIPK3,Age-related cataract
hsa_circ_0027089,Hepatocellular carcinoma
ciRS-7,Pancreatic cancer
hsa_circ_0070382,Abdominal aortic aneurysm
circ_0000043,Ovarian cancer
hsa_circ_0031250,Gastric cancer
hsa_circ_0001721,Osteosarcoma
circANRIL,atherosclerosis
hsa_circ_0000594,Hepatoblastoma
circC3P1,Hepatocellular carcinoma
hsa_circ_0088732,Glioma
hsa_circ_0011385,Thyroid cancer
circOSBPL10,Cervical cancer
hsa_circ_007293,Papillary thyroid carcinoma
circ_0076305,Gastric cancer
hsa_circ_0001861,Idiopathic pulmonary fibrosis
circVAPA,Colorectal cancer
hsa_circ_0017648,Oral mucosal melanoma
circRNA3707,Esophageal cancer
hsa_circ_0004771,Papillary thyroid carcinoma
hsa_circ_001640,Early-Stage Lung Adenocarcinoma
hsa_circ_0023302,Non-small cell lung cancer
hsa_circ_0001135,Breast cancer
circ_SLC30A7,Oral squamous cell carcinoma
circ_ARID1A,Autism spectrum disorder
circPVT1,Lung adenocarcinoma
hsa_circ_0000284,Osteosarcoma
CircMMP11,Breast cancer
hsa_circ_0005027,Hypopharyngeal carcinoma
hsa_circ_063981,diabetic retinopathy
hsa_circ_0024108,Hypopharyngeal squamous cell carcinoma
hsa_circ_0084606,Gastric cancer
hsa_circ_0000745/hsa_circ_000013,Gastric cancer
hsa_circ_0001946,Pulmonary hypertension
CircCFL1,Diffuse large B-cell lymphoma
hsa_circ_0000064,Hepatocellular carcinoma
hsa_circ_0072088,Colorectal cancer
circHECTD1,Silicosis
hsa_circ_0016624,Osteoporosis
hsa_circ_0005777,Bladder cancer
circ-CCDC66 ,Cervical cancer
circRNA_102171,Papillary thyroid carcinoma
circMAGI3,Non-small cell lung cancer
circDDX17,Breast cancer
hsa_circ_0001177,Acute kidney injury
hsa_circ_0001313,Hirschsprung disease
hsa_circRNA_002086,Ventricular septal defect
circ_0023642,Gastric cancer
hsa_circ_0020732,Lung cancer
hsa_circ_0020397,Intracranial aneurysm
hsa_circ_0043634,Non-small cell lung cancer
hsa_circ_MAN1A2/hsa_circ_02643,Glioblastoma
hsa_circ_0041103,Bladder cancer
hsa_circ_0002453,Systemic lupus erythematosus
hsa_circ_0046701,Glioblastoma
hsa_circ_0020594,Multiple myeloma
hsa_circ_0084188,Colorectal cancer
circ_0000231,Tongue squamous cell carcinoma
hsa_circRNA_019744,Thyroid cancer
circ0005276,Prostate cancer
circMTO1,Cervical cancer
hsa_circRNA_11017,Rheumatic heart disease
hsa_circ_400071,gastric cancer
hsa_circ_0005962,Lung cancer
hsa_circ_103809,Hepatocellular carcinoma
hsa_circ_0043949,Glioblastoma
hsa_circ_103852,Glioblastoma
hsa_circ_0024108,Esophageal cancer
hsa_circ_0038467,Pneumonia
hsa_circ_0008274,Lung cancer
hsa_circ_0001368,Gastric cancer
hsa_circ_0053919,Heart failure
circFGD4,Gastric cancer
hsa_circRNA_104597,Schizophrenia
hsa_circ_103343,Moyamoya disease
hsa_circ_0000994,Nonfunctioning pituitary adenomas
ciRS-7,Osteosarcoma
hsa_circ_0100989,Acute myeloid leukemia
hsa_circ_0039411,Hepatocellular carcinoma
hsa_circ_0007874,Lung adenocarcinoma
hsa_circ_0057093,Diabetes retinopathy
circAKT3,Lung cancer
hsa_circ_006352,Gastric cancer
hsa_circ_0012384,Non-small cell lung cancer
circ_0014130,Lung adenocarcinoma
hsa_circ_0005317,Colorectal cancer
CircSKA3,Glioblastoma
hsa_circ_0002570,Diabetic retinopathy
circ-ZNF609,Duchenne muscular dystrophy
hsa_circ_0003573,atherosclerosis
hsa_circ_0043534,Hepatoblastoma
hsa_circ_0065404,Laryngeal cancer
hsa_circRNA_7386,Atrial fibrillation
hsa_circ_0009558,Pterygium
hsa_circ_100241,Bladder cancer
hsa_circ_0001806,Non-small cell lung cancer
hsa_circ_0087377,Breast cancer
hsa_circ_0000284,Carotid disease and ischemic stroke
hsa_circ_0001649,Digestive System Neoplasm
circ-BNC2,Duchenne muscular dystrophy
hsa_circ_0014614,Proliferative diabetic retinopathy
hsa_circ_0067934,Esophageal squamous cell carcinoma
circRNA17433,Preeclampsia
circRNA666,Esophageal cancer
hsa_circ_0087862,Demyelinating disease
circ_C16orf62,Gastric cancer
hsa_circ_0007444,Clear cell renal cell carcinoma
hsa_circ_0001897/hsa_circ_000994,Proliferative diabetic retinopathy
hsa_circ_0009581,Multiple myeloma
circRNA_1837,Atrial fibrillation
hsa_circ_0001400,Multiple sclerosis
circ_0007534,Glioma
Circ_100984,Bladder cancer
hsa_circ_0067934,Lung adenocarcinoma
hsa_circ_0008450,Hepatocellular carcinoma
hsa_circ_0033079,Glioblastoma
circSOBP,Prostate cancer
hsa_circ_0001982,Breast cancer
hsa_circ_406697,Breast cancer
hsa_circ_0086419/hsa_circRNA_104739,Basal cell carcinoma
hsa_circ_0000520,Multiple sclerosis
hsa_circ_0039151,Renal cell carcinoma
hsa_circ_0008717,Lung cancer
circPRKCI,Glioblastoma
hsa_circ_0008732/hsa_circRNA_104738,Ovarian cancer
hsa_circ_0000654,Esophageal squamous cell carcinoma
circRNA_100284,Carcinogenesis
hsa_circ_0086414,Oral squamous cell carcinoma
hsa_circ_0099198,Retinoblastoma
hsa_circ_0001785/hsa_circ_001447,Breast cancer
circRNA_CER,osteoarthritis
hsa_circ_0035445,Gastric cancer
hsa_circ_081069,Tongue squamous cell carcinoma
hsa_circ_0058063,Bladder cancer
circMAP2K4,Hepatocellular carcinoma
hsa_circ_402458,Primary biliary cirrhosis
hsa_circ_0085495,Breast cancer
hsa_circ_0076248,Glioma
hsa_circ_0011780,Non-small cell lung cancer
hsa_circ_0001653,Gastric cancer
hsa_circ_0083357,Coronary artery disease
hsa_circ_0006990,Colorectal cancer
hsa_circ_0089172,Hashimoto's thyroiditis
hsa_circ_0016723,Breast cancer
hsa_circ_0018069,Breast cancer
hsa_circRNA_101237,Hepatocellular carcinoma
hsa_circRNA_104121,Primary Sjogren's Syndrome
hsa_circ_0060927,Uterine leiomyoma
hsa_circ_0053277,Colorectal cancer
hsa_circ_017051,Glioblastoma
hsa_circ_0006872,Chronic obstructive pulmonary disease
hsa_circ_0000799,Bladder cancer
hsa_circ_0087432,Cervical cancer
hsa_circ_102032,Primary hepatic carcinoma
circ-ITCH,Cervical cancer
hsa_circ_0035563,Parathyroid carcinoma
hsa_circ_0012673,Lung adenocarcinoma
hsa_circ_103783,leukoaraiosis
circZFR,bladder carcinoma
hsa_circ_0083176,Periventricular white matter damage
hsa_circ_0022383/hsa_circRNA_100833,Non-small cell lung cancer
circ-SOX4,Lung adenocarcinoma
circ-ZNF652,Renal carcinoma
hsa_circ_0055724,Preeclampsia
hsa_circ_0016403,Nonfunctioning pituitary adenomas
circRHOT1,Breast cancer
Circ_0006528,Breast cancer
hsa_circ_0000284,Clear cell renal cell carcinoma
hsa_circ_0098619,Glioblastoma
hsa_circ_0079593,Malignant melanoma
hsa_circ_0001879,Coronary artery disease
hsa_circ_0007294,Prostate cancer
circ_LARP4,Nasopharyngeal carcinoma
hsa_circ_0050547,Gastric cancer
circ_0007766,Lung adenocarcinoma
hsa_circ_0000615,Lung adenocarcinoma
hsa_circ_0005505,Breast cancer
hsa_circ_10072088,Colorectal cancer
hsa_circ_0008042,Oral mucosal melanoma
hsa_circ_0044529,Laryngeal squamous cell carcinoma
circ_0067934,Bladder cancer
hsa_circ_0001417,Tuberculosis
hsa_circ_0001859,Breast cancer
hsa_circ_0000504/hsa_circ_001373,Colorectal cancer
hsa_circ_0000284,Spinal cord injury
hsa_circ_0017536,Breast cancer
hsa-circRNA11783-2,Coronary artery disease
hsa_circ_0000263,Cervical cancer
hsa_circ_0003221,Gastric cancer
hsa_circ_0081001,Osteosarcoma
circCORO1C,Laryngeal squamous cell carcinoma
CircCHST15,Lung cancer
circCCDC66,Colorectal cancer
hsa_circ_0000284/circHIPK3,Diabetic nephropathy
circPTPN22,Gastric cancer
hsa_circ_0001461,Cervical cancer
hsa_circ_0003340,Esophageal cancer
hsa_circ_0104670,Hepatocellular carcinoma
hsa_circ_0001649,Non-small cell lung cancer
circKLHL24,Breast cancer
hsa_circ_0007874,Liver fibrosis
hsa_circ_0079385,Infantile hemangioma
hsa_circ_0005198,Glioblastoma
circRNA7679,Esophageal cancer
circ_0006404,Prostate cancer
hsa_circ_0072215,Esophageal cancer
hsa_circ_0097271,Bladder cancer
hsa_circ_0009910,Hepatocellular carcinoma
hsa_circ_0000073,Breast cancer
circ_0005273,Multiple myeloma
hsa_circ_0006774,Glioblastoma
hsa_circ_0003391,Alzheimer's disease
hsa_circ_0077837,Hepatocellular carcinoma
hsa_circ_0074362,Glioma
circR-284,Ischemic stroke
hsa_circ_103829,Lung squamous cell carcinoma
hsa_circ_0058766,Gastric cancer
hsa_circ_0001546/hsa_circ_000423,Gastric cancer
cZNF609,Nasopharyngeal carcinoma
hsa_circ_0070963,Radiation-induced liver fibrosis
hsa_circ_0138960,gastric cancer
hsa_circ_0068459,Osteoporosis
circ_0061395,Hepatocellular carcinoma
hsa_circRNA_11109,Rheumatic heart disease
hsa_circ_0000518,Esophageal cancer
circFNDC3B,Renal carcinoma
hsa_circ_0013084,Hypopharyngeal carcinoma
hsa_circ_0000976,Hepatocellular carcinoma
hsa_circ_0029601,Preeclampsia
hsa_circ_0021553,Papillary thyroid carcinoma
hsa_circ_0008410,Rheumatoid arthritis
hsa_circ_0005620,Major depressive disorder
hsa_circ_0011021,Cervical cancer
hsa_circ_0001946,Lung cancer
hsa_circ_0007874,Osteosarcoma
hsa_circ_0136666,Colorectal cancer
hsa_circ_0007031,Colorectal cancer
hsa_circ_0115744,Colorectal cancer
circKMT2D,Osteosarcoma
hsa_circ_0003959,Retinoblastoma
circPDSS1,Gastric cancer
hsa_circ_0013339,Oral squamous cell carcinoma
hsa_circ_001959/hsa_circRNA_001959,Gastric cancer
hsa_circ_0000371,Proliferative diabetic retinopathy
circRNA9771,Esophageal cancer
hsa_circ_0000567,Nasopharyngeal carcinoma
hsa_circ_0000284,Nasopharyngeal carcinoma
hsa_circ_0110251,Osteoarthritis
hsa_circ_0004136,acute myeloid leukemia
hsa_circ_0000419,Osteosarcoma
CircPRTM5,Colorectal cancer
hsa_circ_0000677,Gastric cancer
hsa_circ_0036722,Laryngeal squamous cell carcinoma
hsa_circ_0002623,Bladder cancer
hsa_circ_0046600,Hepatocellular carcinoma
hsa_circ_0000620,Gastric cancer
hsa_circ_0000615,Diabetes retinopathy
hsa_circ_0062389,Non-small cell lung cancer
hsa_circ_0000096,Clear cell renal cell carcinoma
hsa_circ_0139897,Hepatocellular carcinoma
hsa_circ_0023303,Laryngeal cancer
hsa_circ_0005273,Acute myeloid leukemia
hsa_circ_0003707,Gastric cancer
circNFIX,Non-small cell lung cancer
Circ_PGPEP1,Gastric cancer
hsa_circ_050898,Moyamoya disease
hsa_circRNA_102336,Bladder cancer
hsa_circ_400031,Primary hepatic carcinoma
hsa_circ_0027068,Glioblastoma
circ_0081143,Gastric cancer
hsa_circ_000911,Breast cancer
GSDMB circRNA,multiple sclerosis
ciRS-126,Polycystic ovary syndrome
hsa_circ_0000893,Breast cancer
hsa_circ_0041103,Osteosarcoma
hsa_circ_0008344,Glioblastoma
hsa_circ_0001897/hsa_circ_000994,Gastric cancer
chr19:16705875-16710941,Intestinal injury and repair
circFADS2,Non-small cell lung cancer
hsa_circ_0082846,Glioblastoma
CDR1as,Osteoarthritis
hsa_circ_0000284/circHIPK3,Prostate cancer
circ-Ccnb1,Breast carcinoma
hsa_circ_0004771,Esophageal cancer
circCRIM1 ,Osteosarcoma
hsa_circ_0008615,Systemic lupus erythematosus
hsa_circ_0061656,Kidney injury
hsa_circ_0073029,Myocarditis
hsa_circ_0000338,Colorectal cancer
hsa_circRNA_101951,Colorectal cancer
hsa_circ_0007031,Osteosarcoma
CDR1as,Esophageal cancer
circ_0000735,Non-small cell lung cancer
circMARK3,Acute Stanford type A aortic dissection
hsa_circ_0004277,Colorectal cancer
hsa_circ_0047285,Alzheimer's disease
hsa_circ_0001568,Intervertebral disc degeneration
hsa_circ_0001946,Alzheimers disease
